radius,diameter,center,density,sw_omega,wiener_idx,wiener_idx_weight,node_connectivity_wholeG,mean_clusteringC,max_indSet,assortativityCoefficient,bridges,katz_centrality,g_cliqueNumber,g_numberOfMaxClique,transitivity,clusteringC_weight,local_efficiency,global_efficiency,isolates,non_randomness,relative_nonRandomness,rich_club_coefficient,average_shortestPathLength,s_metric,closeness_vitality,nodes_degree,size_weight,wiener_idx_minST_weight,wiener_idx_maxST_weight,size_minST_weight,size_maxST_weight,connected_components
1,2,"[15, 17]",0.8833333333333333,0.0010048340665906874,871.0,2453.664138593592,8,0.934,"{32, 34, 35, 36, 19}",-0.1440862946393274,[],"{0: (0.15607148323216424+0j), 1: (0.15690240054390084+0j), 2: (0.15686403184852277+0j), 3: (0.15686408805720475+0j), 4: (0.15601799247526243+0j), 5: (0.15523279598773396+0j), 6: (0.15761186117447715+0j), 7: (0.15678564385419946+0j), 8: (0.15523279598773396+0j), 9: (0.15687947794060217+0j), 10: (0.15760559421632275+0j), 11: (0.15600911243027665+0j), 12: (0.15514876267682978+0j), 13: (0.15607148323216424+0j), 14: (0.15517930523083218+0j), 15: (0.15434838791909555+0j), 16: (0.15607148323216424+0j), 17: (0.15434838791909555+0j), 18: (0.15602895922472787+0j), 19: (0.16079390019587586+0j), 20: (0.15523279598773396+0j), 21: (0.15523279598773396+0j), 22: (0.15596748259806734+0j), 23: (0.1559950698719638+0j), 24: (0.15512879535363702+0j), 25: (0.15602895922472787+0j), 26: (0.15770271909295305+0j), 27: (0.15684887917791782+0j), 28: (0.15771816518503246+0j), 29: (0.15768341111028975+0j), 30: (0.15690240054390084+0j), 31: (0.15523279598773396+0j), 32: (0.17861579586816106+0j), 33: (0.1678128224557378+0j), 34: (0.16164446010345718+0j), 35: (0.1647525956878531+0j), 36: (0.16938203598579113+0j), 37: (0.15771816518503246+0j), 38: (0.16163310775900444+0j), 39: (0.15851853994276666+0j)}",31,35,0.9293052631578947,"{0: 0.23440666131858887, 1: 0.2792267984988202, 2: 0.23361290704203377, 3: 0.23610775214338728, 4: 0.2112057984903701, 5: 0.19181660671110265, 6: 0.27407664030729606, 7: 0.18540591807961082, 8: 0.22684709923202967, 9: 0.22214609887107142, 10: 0.23860550889253443, 11: 0.2423816975873654, 12: 0.21942122631913238, 13: 0.23055435531174853, 14: 0.2131746978929902, 15: 0.20339775506789362, 16: 0.2378966674153648, 17: 0.24360997588142536, 18: 0.225552686652292, 19: 0.1721573000997404, 20: 0.20885829477750073, 21: 0.18695252094968756, 22: 0.2409806441556476, 23: 0.19766366416640108, 24: 0.25873860234674084, 25: 0.2112414373625055, 26: 0.22388469996208302, 27: 0.18367722421849084, 28: 0.24605996550566844, 29: 0.20631224155276648, 30: 0.2435958226407758, 31: 0.24185787762346553, 32: 0.12218589195164828, 33: 0.13559812857442105, 34: 0.15990704303637793, 35: 0.1544848313583096, 36: 0.13807519545731198, 37: 0.19836231139013358, 38: 0.15389617928695062, 39: 0.1976917697728277}",0.9679738320784933,0.9416666666666667,[],197.1243442831962,358.06080509441455,"{0: 0.8833333333333333, 1: 0.8833333333333333, 2: 0.8833333333333333, 3: 0.8833333333333333, 4: 0.8833333333333333, 5: 0.8833333333333333, 6: 0.8833333333333333, 7: 0.8833333333333333, 8: 0.9190283400809717, 9: 0.9190283400809717, 10: 0.9190283400809717, 11: 0.9190283400809717, 12: 0.9190283400809717, 13: 0.9190283400809717, 14: 0.9190283400809717, 15: 0.9190283400809717, 16: 0.9190283400809717, 17: 0.9190283400809717, 18: 0.9190283400809717, 19: 0.9190283400809717, 20: 0.9402560455192034, 21: 0.9402560455192034, 22: 0.9594594594594594, 23: 0.9594594594594594, 24: 0.9594594594594594, 25: 0.9594594594594594, 26: 0.973015873015873, 27: 0.973015873015873, 28: 0.973015873015873, 29: 0.973015873015873, 30: 0.9857397504456328, 31: 0.9924242424242424, 32: 0.9924242424242424, 33: 0.9924242424242424, 34: 0.9919354838709677, 35: 0.9969230769230769, 36: 1.0, 37: 1.0, 38: 1.0}",3.145723254607169,865168.0,"{0: 138.30212559705433, 1: 133.74152701745197, 2: 133.15131473697465, 3: 141.88955483982727, 4: 118.12080719383175, 5: 114.32648569642242, 6: 122.09207061262532, 7: 100.41680371266966, 8: 131.10593382743446, 9: 135.15708128739652, 10: 151.98751127640844, 11: 121.14138773069544, 12: 123.80920289948426, 13: 127.55881169592794, 14: 117.94481606940599, 15: 118.23327063681927, 16: 117.727734158148, 17: 119.86065251753416, 18: 126.19315381880233, 19: 56.574874834718685, 20: 129.48540611353428, 21: 103.40155753268436, 22: 125.42617623430533, 23: 130.3079003780217, 24: 125.71359559994426, 25: 117.86452482826644, 26: 133.88509870193548, 27: 89.58523530067805, 28: 127.2740017455717, 29: 122.49018134667676, 30: 112.81199904617051, 31: 126.09023131982622, 32: 137.95338621055225, 33: 48.5482905659087, 34: 73.92331701228113, 35: 49.12674110429407, 36: 63.87828680265875, 37: 122.86558068003524, 38: 31.722116388839822, 39: 108.01813432565996}","[(0, 203.36078905344385), (1, 260.9974606408068), (2, 206.00858238561656), (3, 206.86564167618667), (4, 180.46990782109043), (5, 172.38244133132054), (6, 272.95296968442005), (7, 154.53426893030164), (8, 209.38948128326817), (9, 186.22069683905087), (10, 199.66958185703376), (11, 227.74227034483053), (12, 206.69083557470944), (13, 197.49146355825832), (14, 194.55351996823686), (15, 192.4564831803462), (16, 214.422485208543), (17, 249.71188609140685), (18, 196.5997611720264), (19, 108.29057341116508), (20, 185.72489753296205), (21, 157.93560403292437), (22, 250.6201507771359), (23, 164.7765521647054), (24, 294.47222093777333), (25, 187.25188890002863), (26, 168.37034299417232), (27, 140.3029785103882), (28, 200.78502940813095), (29, 149.34604865801376), (30, 206.45532473171602), (31, 227.7696680339335), (32, 14.0910952986539), (33, 48.27601374847831), (34, 81.60481644600303), (35, 64.5528876127573), (36, 43.71346434160133), (37, 146.43896909927759), (38, 85.61317384964161), (39, 132.70194603670936)]",3495.807086563533,7030.963637647792,43597.20924307389,53.733804079757135,445.3533900315998,connectedGraph
