radius,diameter,center,density,sw_omega,wiener_idx,wiener_idx_weight,node_connectivity_wholeG,mean_clusteringC,max_indSet,assortativityCoefficient,bridges,katz_centrality,g_cliqueNumber,g_numberOfMaxClique,transitivity,clusteringC_weight,local_efficiency,global_efficiency,isolates,non_randomness,relative_nonRandomness,rich_club_coefficient,average_shortestPathLength,s_metric,closeness_vitality,nodes_degree,size_weight,wiener_idx_minST_weight,wiener_idx_maxST_weight,size_minST_weight,size_maxST_weight
2,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]",0.7705128205128206,-0.013829681575239894,959.0,1987.792547454883,7,0.842,"{33, 18, 38, 1}",0.03247972407031883,[],"{0: (0.15451082734458013+0j), 1: (0.16493818219287842+0j), 2: (0.15714057587276906+0j), 3: (0.1546578047430092+0j), 4: (0.15376852013772843+0j), 5: (0.15273945643961692+0j), 6: (0.15272508467800738+0j), 7: (0.1562414111616355+0j), 8: (0.15360943042105468+0j), 9: (0.15369794751930732+0j), 10: (0.15549630765499547+0j), 11: (0.15550712931738986+0j), 12: (0.15556236466097242+0j), 13: (0.1527714241862994+0j), 14: (0.15369277515706006+0j), 15: (0.15549227616870906+0j), 16: (0.15556236466097242+0j), 17: (0.1537154615610917+0j), 18: (0.15907399939409364+0j), 19: (0.15634674045800648+0j), 20: (0.15462458992556843+0j), 21: (0.16156314799913057+0j), 22: (0.16062866452024013+0j), 23: (0.15461066203986698+0j), 24: (0.1582545775566249+0j), 25: (0.15466935902702583+0j), 26: (0.15546285615515365+0j), 27: (0.1518380388018285+0j), 28: (0.15466935902702583+0j), 29: (0.1564793262808+0j), 30: (0.16298032318660724+0j), 31: (0.15275920158001552+0j), 32: (0.1725796575381379+0j), 33: (0.16669136857300892+0j), 34: (0.16076903072431448+0j), 35: (0.17770613674113647+0j), 36: (0.17263582772140557+0j), 37: (0.15640915309045003+0j), 38: (0.1707396023939592+0j), 39: (0.15644300524005222+0j)}",25,110,0.862011142965327,"{0: 0.14149868617289818, 1: 0.07613651429759602, 2: 0.10486814399372127, 3: 0.14195287942012247, 4: 0.14081645904079293, 5: 0.11694200979770822, 6: 0.11313657123594902, 7: 0.08686044548381357, 8: 0.10569918898464646, 9: 0.1195760107297441, 10: 0.1190864915480558, 11: 0.10539726061913457, 12: 0.13690317754222175, 13: 0.12298975418447525, 14: 0.1108609011806666, 15: 0.1279128978632855, 16: 0.13177214268667872, 17: 0.13053808352153304, 18: 0.09948058869981002, 19: 0.06795597587002661, 20: 0.12894251100099655, 21: 0.06358939496893858, 22: 0.07555423942183649, 23: 0.06711937056623024, 24: 0.10906490327529432, 25: 0.11270127829784536, 26: 0.15794572670028897, 27: 0.17087586054524703, 28: 0.1124887022669642, 29: 0.10166801551256091, 30: 0.052326677780166586, 31: 0.14023025092645014, 32: 0.044353224330056853, 33: 0.061075703069854256, 34: 0.0688951099408602, 35: 0.04389427402392804, 36: 0.05679352959869716, 37: 0.08017369156929574, 38: 0.042321015210023856, 39: 0.09152231064929081}",0.9269304037876503,0.8852564102564102,[],222.06958073012825,322.5091379098956,"{0: 0.7705128205128206, 1: 0.7705128205128206, 2: 0.7705128205128206, 3: 0.7705128205128206, 4: 0.7705128205128206, 5: 0.7705128205128206, 6: 0.7705128205128206, 7: 0.8016194331983806, 8: 0.8016194331983806, 9: 0.8016194331983806, 10: 0.8016194331983806, 11: 0.8016194331983806, 12: 0.8016194331983806, 13: 0.8528528528528528, 14: 0.8528528528528528, 15: 0.8825396825396825, 16: 0.8825396825396825, 17: 0.8825396825396825, 18: 0.8825396825396825, 19: 0.8825396825396825, 20: 0.9025210084033614, 21: 0.9025210084033614, 22: 0.9215686274509803, 23: 0.9215686274509803, 24: 0.9431818181818182, 25: 0.9431818181818182, 26: 0.9536290322580645, 27: 0.9770114942528736, 28: 0.9770114942528736, 29: 0.9827586206896551, 30: 0.9841269841269841, 31: 0.9886039886039886, 32: 0.9956709956709957, 33: 1.0, 34: 1.0, 35: 1.0}",2.5484519839165167,606781.0,"{0: 85.54333068253663, 1: 87.71508103665246, 2: 96.3589716052727, 3: 120.49997903790631, 4: 110.67055968438603, 5: 113.52072196063023, 6: 79.14316891984436, 7: 91.48003242013806, 8: 101.99356898511542, 9: 84.31747302340864, 10: 90.97126136586826, 11: 89.0693288753805, 12: 119.20641453376538, 13: 95.36373888049889, 14: 84.05159469046498, 15: 89.64638421807558, 16: 115.72905198291028, 17: 78.43331604016612, 18: 84.59288306389817, 19: 27.606534026739837, 20: 131.29111876227034, 21: -9.69287985034157, 22: 83.33353894508514, 23: 57.96635945591652, 24: 107.93462254991891, 25: 100.12924250208152, 26: 113.69012527164637, 27: 131.1245879021592, 28: 100.68268880099026, 29: 74.11940904787593, 30: 30.447196438370838, 31: 104.01652034380027, 32: 75.95874064971053, 33: 82.19353451201869, 34: 90.67986313619485, 35: 121.88997851812769, 36: 83.35888083399732, 37: 96.50438562955242, 38: 89.61862577802526, 39: 125.2372284970736}","[(0, 284.8768222205054), (1, 69.79343003470998), (2, 153.00313013385542), (3, 253.41369269993325), (4, 266.43419109386775), (5, 232.30425794804137), (6, 226.78006105597464), (7, 121.12982385906784), (8, 221.17724819317286), (9, 214.80503791915632), (10, 192.31836960864615), (11, 157.36663113785937), (12, 252.26777594139085), (13, 259.55927778121145), (14, 194.07403479294777), (15, 218.37133167852554), (16, 215.13802296279346), (17, 269.6602181512249), (18, 126.92721838051273), (19, 86.5016192869202), (20, 229.52910757492324), (21, 61.66537865969365), (22, 86.1643307358063), (23, 91.96086904051073), (24, 141.20438747451672), (25, 184.29790407305816), (26, 309.0299433523613), (27, 435.53374300406244), (28, 188.06186195154717), (29, 142.1550481907958), (30, 70.54013718799794), (31, 291.8145047680738), (32, 21.56769133005159), (33, 39.638455737100124), (34, 61.955072476074996), (35, 13.731031331439887), (36, 26.82430750006137), (37, 101.66336289666944), (38, 26.96317936050381), (39, 121.63603344120591)]",3330.9192724833856,3451.4577762056,49763.54960321862,40.18069445374117,557.3036931033895
